"id"	en	kanji	kana
FMA86035	opponens digiti minimi of left foot	左小趾対立筋	ひだりしょうしたいりつきん
FMA9165	first thoracic vertebra	第一胸椎	だいいちきょうつい
FMA9187	second thoracic vertebra	第二胸椎	だいにきょうつい
FMA9209	third thoracic vertebra	第三胸椎	だいさんきょうつい
FMA9248	fourth thoracic vertebra	第四胸椎	だいよんきょうつい
FMA9352	papillary muscle of left ventricle	左心室乳頭筋	さしんしつにゅうとうきん
FMA9352nsn	papillary muscle of left ventricle, nsn	左心室の前乳頭筋nsn	さいんしうのぜんきゅうとうきんnsn
FMA9761	right transversus thoracis	右胸横筋	みぎきょうおうきん
FMA9762	left transversus thoracis	左胸横筋	ひだりきょうおうきん
FMA9922	fifth thoracic vertebra	第五胸椎	だいごきょうつい
FMA9945	sixth thoracic vertebra	第六胸椎	だいろくきょうつい
FMA9968	seventh thoracic vertebra	第七胸椎	だいななきょうつい
FMA9991	eighth thoracic vertebra	第八胸椎	だいはちきょうつい
